Years,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01631E+11,,,2244146868,,3.7312E+11,,21343844644,,,,20059244831,7766655086,140032741.5,94007851047,,,215679855.3,94407558351,,1731296119,,,,,12712471.4,6669673257,,,1299099900,,194773376.9,1.42804E+12,2206466461,457000000,20881706275,,325281200,,3.66582E+11,4.13341E+11,47394508714,15964807408,,32545810092,,56480289941,,2766608946,5379845647,2340521143,434267936.9,3405333333,63175417019,897931401.4,,81749006382,,998759333.6,,782857128.6,,13416554.86,3458939358,,98268086144,,,,,,1.11215E+11,,,,1309747899,1.21809E+11,3.92962E+11,51938961.22,2.12142E+11,,903158753.9,,,,2798339769,,,802482182.9,,,20080000000,,3.77767E+11,,,,,,,,,,224495789.3,,194736105.3,2674441396,7.35285E+11,,,582816358.3,5552822484,341973758.9,18699380731,7159202706,496098775.3,,7274144351,1.43541E+12,,,5204955901,776137500,4356913870,5271404668,,305312043.7,,13757301295,2570500000,,4235608178,,,,1.39846E+12,,,,,129999994,69181538978,,1611333333,1188930568,894159153.3,,371848114.7,,,229529912.7,,37501573294,,37691842857,,,134400000,,,22532416750,64979280.41,,15393032.35,1339494290,,392247517.6,80878580271,,166104067.6,3889129942,,,1.0415E+11,,,,69181538978,37691842857,711893367.6,,11177777778,,,589056603.8,,2.53743E+11,1975701816,6.858E+11,,14758210.35,8099318182,,,,,1.80567E+12,,,,10373995855,839428571.4,1217138000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24576E+11,,,2387048255,4948667540,4.07846E+11,,24756958695,,,,22034941961,8589340019,147084750,1.01537E+11,,,226474285.6,1.01825E+11,,2053462872,,,,,64748333.33,7689154053,,,1331399900,,213235294.1,1.55079E+12,2435078534,508650000,24380468450,,353251800,,4.01064E+11,4.54166E+11,53602178178,17328250573,,37694453113,,59554854575,,2945704143,6197319930,,523694949.4,3663333333,67978153851,972140557.2,599831979.8,90950278258,,997919320,,868571428.6,,13593932.32,3120833333,2097451694,1.0519E+11,,,,,,1.18563E+11,,,,1698319328,1.31176E+11,4.32947E+11,54878902.42,2.36617E+11,,921600736.3,,,,2948325264,,,833563472.2,,,21840000000,,4.15009E+11,,,,,,,,,,255340526.7,,229455410.9,2956356984,7.9833E+11,,159594493.5,673383604.2,5874422512,566542872.4,21000586933,8058681060,735267082.3,,5654463586,1.55793E+12,63287594.51,,5929231415,852485300,5166861068,5784398977,,344159480.3,,15501370622,2881500000,,4687464055,443587301.6,,,1.51939E+12,176534589.6,,,,148799980,74298708607,,1679333333,1210058396,974650463.9,,359379856.2,877720000,,243724533.2,,41763183885,,41973341059,,,154150000,,,24795499686,70278594.43,,15603032.8,1472036551,,416926303,94386870181,,187300336.4,4388937649,,,1.10872E+11,,,,74298708607,41973341059,736568861.9,991047619,11966666667,,,884873949.6,,2.81617E+11,1890769326,7.437E+11,,15108207.43,8427777778,,,,,1.96628E+12,,,,11334395471,1082857143,1311435800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5108E+11,,7.35337E+11,2429309514,5278005612,4.44997E+11,,28721062242,,,5.03753E+11,23487908901,9208524505,150603925.5,1.10046E+11,,,245849781.7,1.08573E+11,,2126300573,,,44212353.7,,69110000,8591517944,,,1390700000,,228705882.4,1.70123E+12,2489845017,549950000,26551868885,,368948600,,4.13179E+11,4.71063E+11,58150899141,18851263751,,40829285332,,45865462034,,3104034393,6789938673,,628893310.4,3980000000,73654870011,1096738065,658078969.5,1.05628E+11,,1164519673,,914285714.3,,14469078.18,3928908381,2391486978,1.15239E+11,,,,,,1.3004E+11,,,,1751470588,1.19199E+11,4.48172E+11,56698866.02,2.62726E+11,,968440149.5,,,,2876395613,,,900264583.7,,,24320000000,,4.28834E+11,,,,,,,,,,266533659.2,,260394792.1,3143538482,8.76223E+11,,164206537.6,702296184.4,6366792664,606671444,22867203317,8696460205,906811943.8,,5863733231,1.70991E+12,67768132.18,,6561108778,928833000,6113607728,6371459304,,390973233.3,,17027356696,3170500000,,5135387846,465888888.9,,,1.66657E+12,215659455,,,,124525702.9,62476963477,,1723000000,1246908374,1096432771,,375479849.8,929520000,,257374455.8,,45064561240,,45290888059,,,190350000,,,26971486546,76858462.83,,16443034.56,1342287557,,432794922.5,1.03328E+11,,216136263.9,5279230817,,,1.21584E+11,,,,62476963477,45290888059,723735635.5,1040952381,14100000000,,,925770308.1,,3.09763E+11,1809183975,8.15E+11,,16099865.83,8781333333,,,,,2.13335E+12,,,,12354995063,1264285714,1281749500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72054E+11,,7.91912E+11,2553596092,5605484299,4.83543E+11,,31647119228,,,5.47482E+11,22775773527,9368954010,162625885.9,1.18973E+11,,,271543680.3,1.13117E+11,,1747187539,,,46695363.16,,72317446.93,9275600800,,,1453500000,,250176470.6,1.82527E+12,2692474989,598100000,26004342143,,369124200,,4.25022E+11,4.8339E+11,58735478040,18943407181,5667756645,41358098618,,50134942203,,3343636773,7555383690,,621225962.2,4030000000,81133120065,1148025407,631755810.7,1.23782E+11,,1232559506,,962857134.3,,16742338.25,4855907142,2441893027,1.18361E+11,,,,,,1.33466E+11,,20832018688,,1859465021,1.27022E+11,4.60425E+11,59260814.78,2.65403E+11,,974721762.5,,,,3046339295,,,956436931.1,,,26560000000,,4.41504E+11,,275494520.1,,,,,,,,282615367.5,,269814968.2,3188945512,9.27524E+11,,180036768.9,665586975.1,5203135937,657171436.7,25087562181,9514496703,841974025.5,,5961418094,1.83557E+12,107152720.2,,7464510710,1034376400,6204253759,6809134236,,441706910.1,,16074108746,3532700000,,5740241166,492674603.2,,,1.78903E+12,220984369.1,,,,159560018,68735388741,,1865666667,1246480959,1238043904,25203524.03,348795303,976200000,,271780364.8,,44545661526,,44769808089,,,220700000,,,29275995675,74758504.83,,16632032.81,1580229795,,449826323,1.00121E+11,,231706475.5,5638461442,,,1.24467E+11,,,,68735388741,44769808089,761981474,1085714286,15644444444,,,967647058.8,,3.13977E+11,1597721080,8.617E+11,,15835177.93,9250000000,,,,,2.27095E+12,,,,13777394495,1368000000,1397002000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99758E+11,,8.2839E+11,2582180794,5932242991,5.19125E+11,,31475548481,,,5.86432E+11,24057049316,8823033880,166952937.1,1.29785E+11,,,294468564.5,1.0776E+11,,1666910166,,,41160658.57,,67514285.71,10090675903,,,1610500000,,229750000,1.97937E+12,2716964388,646800000,27528215711,,367968800,,4.4914E+11,5.10476E+11,61748278169,20006178480,7076465295,43369884972,,53085455871,,3278584478,8623172960,2896947634,474399471.6,4619000000,87942231678,1083883355,561187342.5,1.46601E+11,,1353295458,,1065714249,,14600000,6119284294,2663119574,1.27916E+11,,,,,,1.4375E+11,,21857640202,,1801344538,1.35038E+11,4.86691E+11,61444771.1,2.70927E+11,,1066447131,,,,3271415868,,,1031669636,,32445755177,29360000000,,4.66834E+11,,343771964.7,,,,,,,,311396000.3,,245169806.8,3330393310,1.01448E+12,,215507164,641214210.7,5200895982,695899980.4,27817605743,10159934137,772228643.4,,5180597621,1.99112E+12,188864890.8,,8041999160,1112791100,5736083835,7591603053,,485160824.3,,16948138829,3941700000,,6354262628,517650793.7,,,1.94052E+12,259590076.3,,,,172200018,72041947230,4187777711,1947333333,1309384830,1425715406,28084252.76,329860091.9,1009760100,,286718279.7,,47643035264,,47880850987,,,241350000,,,31066819929,79798404.03,,16074027.35,1753746370,,453980096.7,1.01055E+11,,241956910.7,6081009428,,,1.33896E+11,,,,72041947230,47880850987,758899950,1214666667,17500000000,,,1037815126,,3.31176E+11,1593675330,9.425E+11,,15350000,10034444444,,,,,2.45145E+12,,,,14894594048,1605857143,1479599900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45294E+11,,9.16253E+11,3112166848,6524455206,5.79482E+11,,36038711600,,,6.53698E+11,27052532926,10070766721,182182067.7,1.41903E+11,,,318124701,1.16465E+11,,1962051319,,,45168722.7,,67225714.29,11615657031,,,1715399900,,249300000,2.17772E+12,3189740055,668000050,30640929796,,391820400,,5.01822E+11,5.71135E+11,69723953423,22936707422,8337423313,48554644991,,58447995017,,3787077344,9743089606,3008120975,414709311.4,5329333333,97085082807,1191287652,698963875.7,1.72204E+11,,1458379415,,978873232.4,,15850000,7678581344,2769532344,1.42675E+11,,,,,,1.6098E+11,,25077024012,,1965546218,1.4953E+11,5.43904E+11,65966680.67,3.02764E+11,,1234878981,,,,3651615453,,,1056391055,,36100200678,32480000000,,5.21144E+11,,339913833.1,,,,,,,,295062138.1,,265810632.4,3664575983,1.09921E+12,,263108834.5,625867922.7,6634187316,747971449.6,34035946604,11063065083,788641965.4,,5761588762,2.19026E+12,239980801.5,,8683116338,1221305700,6420909790,8408229699,,551237316.6,,19221265690,4460700000,,6969025826,556293650.8,,,2.13368E+12,242943776.9,,,,188700037,79197830853,4485777644,2144333333,1245234807,1659904613,28606411.4,408690163.5,1049400000,,306357284.6,,54529946864,,54799964811,,,259650000,,,33738102482,105417891.6,,16452027.99,2245011572,,471635620.9,1.13475E+11,,267732446.4,6695336567,,,1.49867E+11,,,,79197830853,54799964811,779200000,1289904762,19466666667,,,1169047619,,3.71052E+11,2004435484,1.0199E+12,,16650000,10285111111,,,,,2.70465E+12,,,,16780393295,1965714286,1747998800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07459E+11,,1.01603E+12,2862504170,8042200452,6.4287E+11,,40992995008,,,7.26177E+11,32909291256,11357516988,219878482.2,1.48456E+11,,,323802475.5,1.30672E+11,,2215029450,,,52296836.75,78733594.84,66331428.57,13139863636,,69520026.67,1904000000,,267800000,2.38312E+12,3800766536,723000000,32063341105,,331200000,,5.45687E+11,6.26338E+11,80766380600,31459741133,9150684932,50352175125,,62422483055,,4401258741,10976245154,3281713806,527496590.9,7073333333,1.13395E+11,1404776071,639596751.6,2.12609E+11,,1603447357,,718401157.7,14295279.54,16300000,9005023184,2873984878,1.55226E+11,,,,,,1.75255E+11,,25988904223,90098330.67,2296470588,1.65776E+11,5.96658E+11,68738625.23,3.43952E+11,,1509155305,,,,3956328426,293073868,,1111859570,,41548379214,35520000000,,5.73023E+11,,359772363.3,250721821.6,,,,,,,309405316.1,,290531621.3,3864170913,1.16139E+12,,358815681.9,649916708.2,12545849083,776585681.1,38164716625,12814123115,865975308.6,,6623527831,2.39105E+12,256299496,3153475614,10027509450,1351006400,7432223177,6687204834,,645537126.2,,23479983580,5034700000,,8108235704,594611111.1,,,2.33242E+12,254035999.2,301791301.8,,,219900006,85739817097,5377268849,2437666667,1297407829,1920586698,,434410373.8,1132920000,,322600009.1,,64108598238,,64425030080,7898549224,,274900000,,,38092452061,112137757.2,,18432031.36,2140383696,,469266736.6,1.26494E+11,,253976626.2,7086538438,,,1.63015E+11,,,,85739817097,64425030080,821850000,1439238095,17086956522,,,1260084034,,4.06483E+11,2137096774,1.0733E+12,,18450000,11561111111,,,,,2.96106E+12,,,,18418392640,1825285714,1884206300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52784E+11,,1.14793E+12,2754220263,8609283346,7.28632E+11,,46619420359,,,8.21086E+11,33511935983,12527405513,247749327.7,1.65967E+11,,,381687073.1,1.48114E+11,,2417107708,,,55728608.97,78540057.14,64946954.76,14591750000,,88570952.87,1984800000,,282050000,2.64738E+12,4476001946,731000000,34550848656,,362800000,,5.96065E+11,6.76694E+11,81232127260,29205634291,9333536360,53569731660,,67350988021,,5104356075,13731801565,3865346535,671259090.9,6735000000,1.24672E+11,1539865514,678241389,2.40152E+11,,1778391289,,969911421.4,15278632.48,19624746.45,9903499928,3880370402,1.72348E+11,,,,,,1.9582E+11,,28952361241,104888628.2,2369308600,1.7242E+11,6.43574E+11,76482102.91,3.82968E+11,,1572311184,,,,4356633663,327651488,,1199507630,,47904652816,39200000000,,6.1728E+11,,430096738.4,264579879.8,,,,,,,335569088.7,,365386929.8,4244340334,1.26433E+12,,413634335.3,693573595.3,9181769912,826571413.4,44579122807,14583114840,882765471.6,,7911136757,2.6498E+12,301010587.1,3742950853,10665896682,1523917200,8289582884,7408305736,,717716130.5,,22964211423,5646800000,,9201604240,664571428.6,,,2.5889E+12,296613496.9,387700084.2,,,222952578.2,91198574993,7184863277,2656000000,1339548824,2263785444,50056882.82,419549425.1,1186120000,,331102742.2,,65224636741,,65550163636,8885713986,,301000000,,,41566412923,136465324.4,,21965951.72,2589851693,,501866730.7,1.36032E+11,,286537525,7375000024,,,1.81598E+11,,,,91198574993,65550163636,896754316.7,1685217059,16256619964,,,1417787115,,4.44577E+11,2807258065,1.16485E+12,,20051648.18,12986590909,,,,,3.27335E+12,,,,20333691315,1687000000,2178716300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62059E+11,,1.37643E+12,3185987235,9299638056,8.80209E+11,,59132415221,,,9.90761E+11,38333966647,14743186120,316650509,2.03494E+11,,,430508357.7,1.69965E+11,,2112292945,,,59161545,87702828.57,65429198.24,16885511364,,106101175.7,2101300000,,285380952.4,3.0739E+12,5710107420,802999950,37511660653,,372000000,,6.70792E+11,7.54478E+11,84819443901,32722637122,10997590361,53261897882,,71463193830,,6325627459,17153463264,4113848002,840914344,8805000000,1.4526E+11,1875048860,788574629,3.18031E+11,,2107279157,,505549441.4,18936526.95,22944849.12,10862327878,4451200973,1.94969E+11,,,,,,2.19971E+11,,31605260911,124941925,2553936348,1.84083E+11,7.19547E+11,80915831.92,4.39475E+11,,1968733388,,,,5074117545,402460333.2,,1341590682,,58587036260,45200000000,,6.90815E+11,,486617332.4,295118249.3,,,,,,,391669449.3,,406062874.3,5043268549,1.39243E+12,,505892512.9,742779740.4,12274416018,880842890.1,54706557264,17358610850,1024098805,,9567331065,3.07669E+12,366857738.4,4532361284,9415016360,1673411700,9189413409,8017468688,,858802035.9,,26651095012,6328900000,,11239117865,769039682.5,,,3.00518E+12,325843254.7,510259940.7,,,246457838.3,91683239018,9664067930,2882000000,1620857277,2721440981,40606712.05,465381090,1263720000,,416942436.9,,73575157124,,73948909000,10470924562,,311950000,,,48954145809,146741251.5,,30645121.01,3059682162,,585427545.7,1.54323E+11,,335677636.9,8177884553,,,2.03694E+11,,,,91683239018,73948909000,1083381044,2237476420,20431095406,,,1491596639,,5.07196E+11,2189418001,1.27911E+12,,27585488.99,13977727273,,,,,3.77761E+12,,,,21357435928,1910714286,2677729400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4087E+11,,1.75136E+12,3891755552,10098534613,1.14269E+12,,78639525985,,,1.28245E+12,46938574670,19472363467,425963359.4,2.6443E+11,,,722780701.1,1.92538E+11,,2465492958,,,75187969.92,89374237.29,81203226.91,22347848101,,140153748.2,2569200100,,307047619,3.72494E+12,8030117556,912499950,45299303605,,466800000,,8.62779E+11,9.57879E+11,97366095733,34822882590,16273253012,64429722469,,85515269586,,7490133128,27081698249,5134367778,1156175524,11365000000,1.75492E+11,1905917553,943700547.8,4.32083E+11,,2502142444,,702899156,31710657.73,24196018.38,13876531432,5408293999,2.54735E+11,,,,,,2.88104E+11,,37735157718,165930611.7,2875625000,2.16153E+11,9.0971E+11,121181556.2,5.58357E+11,,2701874353,,,,6242177798,523552815.1,,1653062347,,78724977480,55280000000,,8.75317E+11,,563683660.3,345602025.4,,,,,,,493237544.4,,444281703.9,7662996767,1.55697E+12,,542294864.8,946385033,15162871287,1093571442,71840909664,22534253703,972101725,,12802281898,3.72283E+12,483033932.1,6564894250,6383429490,1913793400,10994381895,10082885603,,1299105241,,32697556211,7002400000,,15090564186,995531746,,,3.63332E+12,431254103,793884368,,,290746157.1,1.04816E+11,14947491056,3571666667,1863398448,3696213333,55272108.84,575230234.4,1442320000,,507028428.2,,94062974556,,94538254241,13048166819,,339450000,,,59404966684,221902017.3,,36896278.22,3239488105,,647199482.8,1.94301E+11,,406479906.2,10838587358,,,2.68843E+11,,,,1.04816E+11,94538254241,1308799459,2730787476,25724381625,,,1702521008,,6.61254E+11,3964295673,1.42538E+12,,30165373.62,17035581395,,,,,4.60919E+12,,,,29295674713,2268714286,3309353600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52973E+11,,1.98022E+12,6599259421,9228963225,1.29589E+12,,97274006346,,,1.45225E+12,69919168308,24848821490,558589870.9,2.85552E+11,,,1544216004,2.06131E+11,,2894409938,,,95797533.46,98775328.95,94159862.71,25351306818,,169918948.6,3161499900,,433954545.5,4.20473E+12,9388663646,1034500000,55538152816,,565400000,,1.0883E+12,1.21777E+12,1.31715E+11,50549841899,25802409639,83027664700,,99525899116,,7906317437,46209092073,11516762614,1517467734,16397500000,1.99564E+11,2375096249,1197454207,4.79626E+11,,2973309272,,588443893.7,85637174.37,31514856.31,19544094741,13004774557,3.39408E+11,,,,,,3.74426E+11,,46983901223,193983720.5,3574586466,2.71792E+11,1.1625E+12,150846210.4,6.57573E+11,,3295860605,,,,7675408486,563939670.7,,1917508190,,1.42858E+11,72000000000,,1.11962E+12,,538747268.3,376094108.5,,,,,,,613010958.1,,548621017.6,9496074114,1.70596E+12,,637400199.1,1026136974,24846641318,1520900045,87243413395,27145693810,1217953547,,13940981798,4.1766E+12,1645917776,12101319068,8899191919,2188307600,13858441211,13781139970,,1467346060,,46559409989,7684800000,,17512391476,1333475397,,,4.05937E+12,555337985.7,2401403227,,,308458423.2,1.26976E+11,45412971909,4595000000,2099324950,5221534956,84539332.28,648590642.9,1665880000,,467577432.2,,1.22993E+11,,1.23609E+11,20268409666,,409850000,,,66013338965,264311994.1,,43134498.69,5159557176,,652532796.1,2.19208E+11,,560437742.6,13703000530,,,3.52627E+11,,,,1.26976E+11,1.23609E+11,2042031901,3545933562,35599913836,,,2100142653,,8.50914E+11,4090209682,1.54524E+12,,32924215.86,26100930233,,,,,5.31598E+12,,,,36807721039,3121833333,3982161400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33922E+11,,2.31191E+12,7731677257,11632178869,1.50258E+12,,1.14777E+11,,,1.69144E+12,78513153478,29472623242,684268280.8,3.60832E+11,,,2157592937,2.41757E+11,,2810106383,,,115182522.1,108985740.2,104295643.4,28525876727,,211194305.7,3645900000,,494791666.7,4.69053E+12,10048022370,1124000000,63196950805,,681400000,,1.17494E+12,1.33112E+12,1.5762E+11,57902828312,30463855422,1.02494E+11,,98472796457,,9495165505,51776222350,13458516763,1408989590,15413333333,2.27696E+11,2860411286,1363039400,5.21542E+11,,3259344936,,,55081816.99,33364055.3,21784297521,12024138276,3.64906E+11,,,,,,3.92082E+11,,55448739044,246387479.2,3791298146,2.98865E+11,1.28502E+12,149560513.9,7.22614E+11,,3233432050,,,,8984824183,711922994.2,,2283049233,,1.55969E+11,88000000000,,1.23457E+12,,830710615.2,474620439.6,,,,,,,703378653.4,,613220652.9,9298800799,1.85908E+12,,816647865.8,1048690933,27778934625,1590428523,1.0025E+11,32877805200,1575789254,,12861983284,4.67971E+12,2096699189,13507718348,11230606061,2435304100,16877163792,14893969288,,1356591177,,53060339383,8198300000,,19347607843,1511420635,,1137563173,4.54989E+12,690319754.9,2512784033,,,571863295.7,1.35912E+11,46773303721,5598000000,2830388405,5633673930,74617096.48,679335901.1,1884120100,,710850226.5,,1.35564E+11,,1.36243E+11,23072577154,,465500000,,,82885397621,288302907.4,,47803145.96,6826980767,,864602103.3,2.46436E+11,,617321669.4,14882747955,,,3.6801E+11,,,32506741.72,1.35912E+11,1.36243E+11,2442667573,4328610490,44633707243,,,2359555556,,9.39177E+11,3538283322,1.6849E+12,,33237164.72,27464651163,,,,,5.92035E+12,,,,38114542813,2618666667,4371300700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02675E+12,,2.4037E+12,9091924305,13315988083,1.5681E+12,,1.18507E+11,,,1.77065E+12,92556684714,31849513771,694552411.7,3.72319E+11,,,3009409971,2.32615E+11,,2765254237,,,112189468.5,112386489,103653049.9,31152835821,,240780413.6,4365300200,,454440000,5.10679E+12,12876366009,1347999950,67436645668,,879000000,,1.2803E+12,1.44254E+12,1.64288E+11,70214170791,37269156627,94884820410,,1.02717E+11,,9465077838,68055295080,17754825601,1671998134,15236250000,2.24717E+11,2966010230,1708734940,5.86162E+11,,3474542392,,,41109617.5,30095602.29,29902479339,13131668947,4.04287E+11,,,,,,4.35582E+11,,58886785629,272493879,3591319857,3.16391E+11,1.39001E+12,147654093.8,7.88427E+11,,3544268548,,,,9584323309,735339911.9,,2181844194,,1.93699E+11,89025974026,,1.33638E+12,,939227993.7,527936988.8,,,,,,,775046377.6,704033525.4,670317634.2,11050125905,2.08037E+12,,798310509.6,1064517575,36308883249,1847871372,1.09169E+11,35942270686,1452792989,,13604832424,5.07105E+12,2560220035,16791956356,13168080808,2588106000,15947709380,17097563270,,1511856584,,62408334508,8968600000,,20332831565,1698960317,,1140685847,4.93467E+12,732286143.3,3284301332,,,637754162.1,1.32652E+11,64005623870,6979333333,2869777812,6327077974,83099107.91,594895672.3,2328280100,,807275808.7,,1.47236E+11,,1.4797E+11,26337536933,,505500000,,,89362071673,272539098.4,,49278979.55,7633528921,,866044961,2.50134E+11,,619375134.2,16985211146,,,4.09692E+11,,,30036416.96,1.32652E+11,1.4797E+11,2500410584,4507929104,51280134554,,,2447300000,,1.02436E+12,3667161241,1.87341E+12,,32792480.97,31419534884,,,,,6.43821E+12,,,,36603349968,2746714286,4318372000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22397E+12,,2.71909E+12,11026346590,14400806876,1.78367E+12,,1.32449E+11,,,2.00557E+12,1.01521E+11,33499799321,719533137.1,4.10279E+11,,,2809349074,2.63066E+11,,3189428571,,,138094243.3,114971207.2,103987520.1,36176234968,71494495.19,282269373,5480500200,,449880000,5.77903E+12,15719433719,1669499950,79004057437,,947000000,,1.45118E+12,1.62728E+12,1.7889E+11,73785003944,45808915663,1.06552E+11,,1.21487E+11,,11261810688,80600122701,19838130715,2211828833,17433000000,2.57596E+11,3249697393,2096568479,7.21412E+11,,4494378855,,,38748059.44,44496296.3,38446487603,14135729588,4.4129E+11,,,,,,4.78739E+11,,68383140230,303496276.3,4104509583,3.57642E+11,1.56321E+12,193307267.7,9.15213E+11,,3922895892,,,,11049896742,811250927.4,,2358930406,,2.24547E+11,81814159292,,1.50102E+12,,1049838493,625573345.5,,,,,,,799029666.6,823634464.9,806290840.6,13139397879,2.29389E+12,,837616756.5,1291457973,36035407725,2239857061,1.27017E+11,41508030431,1382400000,,15446825318,5.71692E+12,2741169948,18909624526,15126060606,2738261900,14620386674,19648106122,,1640763204,,68920783585,9910900000,,21439523311,2092158730,,1190100573,5.57475E+12,793193187.4,3617580172,,,746650558.6,1.53604E+11,74188363506,8704000000,2938046307,6618585074,93147039.25,691777758.4,2941640100,,498550873,,1.61712E+11,,1.62586E+11,29909227792,,641500000,,,94468740851,304047838.1,,64526398.66,7696011360,,935360466.4,2.8905E+11,,777435020.5,19779315170,,,4.51158E+11,,,34139387.89,1.53604E+11,1.62586E+11,3138666667,5109324009,58676813687,,,2936470588,,1.14809E+12,4114667063,2.08183E+12,,49353161.85,36210697674,,,,,7.27759E+12,,,,40651349965,2483000000,4364382100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5449E+12,,3.33325E+12,11922502171,14811704063,2.18419E+12,,1.606E+11,,,2.44352E+12,1.11873E+11,36256160289,829239489.8,5.06708E+11,,,2389479269,3.35883E+11,,3662478185,,,171836793.4,122666858.8,,44270204082,88322386.3,355989047.3,6070600200,,507080000,6.93527E+12,18315007366,3097242093,91007047452,,974200000,,1.56483E+12,1.76551E+12,2.03036E+11,79968589973,51455719100,1.25515E+11,,1.373E+11,,14665537602,77994316622,23762275652,2515601785,16901764706,3.15058E+11,2644449232,2602748691,1.01361E+12,,5303734883,,,45210026.32,49433333.33,51972107438,15500908760,5.00564E+11,,,,,,5.43518E+11,,76808388210,436918176.7,2733183857,4.06148E+11,1.69671E+12,266559337.6,9.53544E+11,,4884868708,,,,13236854105,1000535735,,2669755116,,2.38551E+11,1.025E+11,,1.62697E+12,,1222702356,793675169.9,,,,,,,804629876.8,1015365145,949034016.8,16358376511,2.57071E+12,,846007597.7,1774365275,36527862209,2142128604,1.5586E+11,46523091010,1604162497,,18530518395,6.87851E+12,2740301390,20862176934,17811515152,3244558600,12495779622,22706155475,,1947947524,,76630472850,11165000000,,23487614051,2559857143,,1380221862,6.71269E+12,1005573294,4052000413,,,905709147.3,1.74779E+11,80265732293,7670500000,3280354339,7517176355,111022090,960728338.9,3127960000,,564986059.7,,1.78599E+11,,1.79698E+11,32157336026,,735500000,,,1.04442E+11,340616375.3,,85552369.91,9275203106,,1113920123,2.79831E+11,,824263841.5,24006570178,,,5.10561E+11,,,41567471.67,1.74779E+11,1.79698E+11,3562333458,5968044210,65147022486,,,2420260870,,1.22436E+12,4910257283,2.3516E+12,,60844771.48,39316279070,,,,,8.58466E+12,,,,46739449959,2813375000,4351600500
