Years,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6776E+12,,4.06621E+12,14175166008,18020571429,2.64585E+12,,2.14602E+11,,,2.95382E+12,1.40715E+11,44465255686,1019743927,6.13953E+11,,,3030251116,4.38994E+11,,4020227920,,,207114382.5,118537875.1,,54481876725,102244362.2,420642463.4,6902600200,,530440000,8.01751E+12,22526035941,3544281976,1.01937E+11,,1080600000,,1.87508E+12,2.10774E+12,2.35946E+11,98387691754,51400186379,1.39239E+11,,1.52992E+11,,18341273372,90391877325,37816457839,2857724334,21589200000,3.93677E+11,2425033998,3271728272,1.05501E+12,,6234390975,,,42620165.44,58840740.74,66946900826,24746019537,5.92908E+11,,,,,,6.4798E+11,,83255754791,503180670,3364611432,4.75541E+11,2.01807E+12,290142517.8,1.13936E+12,,5711458448,,,,15912133569,1209898293,,3463565881,,3.11693E+11,1.34561E+11,,1.94217E+12,,1595423286,1001300838,,,,,,,951900945.2,1211141231,1058269066,21213672089,2.87092E+12,,1047225130,2109278102,47259911894,1527852636,1.79669E+11,53132244624,1851250008,,20731243113,7.94446E+12,3733352635,27089056157,19688383838,3704551600,15962459447,27502168727,,2293621944,,96846749304,12750000000,,26622819672,3416777778,,1691011573,7.71533E+12,1215031775,5633000318,,,1109346221,1.95757E+11,1.1186E+11,9032250000,4084878668,9296921724,151270207.9,1109374722,3463639900,,590419855.1,,2.14948E+11,,2.16286E+11,39906626209,,782500000,,,1.23386E+11,412093133.8,,127261099.2,9929682184,,1004316495,3.24133E+11,,891775906.6,27371699083,,,6.10782E+11,,,44667002.01,1.95757E+11,2.16286E+11,4602416625,7188191882,89394085658,,,2139025000,,1.47164E+12,7181185278,2.62733E+12,,71096359.63,48310930233,,,,119258835.3,9.97133E+12,,,,57645721016,3325500000,5177459400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813E+12,,4.59702E+12,17881514683,21669908177,2.96332E+12,,2.32767E+11,,,3.30428E+12,1.75746E+11,53645202423,1202567359,7.01288E+11,,,4279637934,5.64948E+11,,4445228216,,,241080708.9,110653830.7,50642880.77,56829664269,110900457,476055288.4,7878700000,,603200000,8.94917E+12,28861759209,3968160046,1.08687E+11,,1383800000,,2.21161E+12,2.48728E+12,2.7948E+11,1.26439E+11,72482337370,1.52932E+11,,1.86325E+11,,21773901926,94362275580,53405689130,3386502001,24248823529,4.77257E+11,2679409453,3910036925,1.10539E+12,,7265315332,,,38715554.54,68459259.26,65398646758,28638550499,7.09845E+11,,,,,170370370.4,7.80556E+11,1.16127E+11,88450233287,534701915.6,4024621900,5.83832E+11,2.37018E+12,431561376.5,1.2915E+12,,6232005794,,,,21728770055,1378130996,,5201818349,42463576.16,4.01516E+11,2.05139E+11,,2.28915E+12,,1759690812,1250242108,,,,,,,1047924649,1131788192,1237655461,24488033442,3.13177E+12,2422096075,1182457143,2508524186,64201788123,2189347368,1.95152E+11,64439382896,1945916583,,23244547385,8.82409E+12,5981760278,37613666488,23654444444,4614086400,18134029180,32450541843,,2545983008,,1.19042E+11,14436100000,,32896519824,4448087302,,1955325057,8.53888E+12,1362151524,7829094613,,,1254765350,2.36039E+11,1.64542E+11,7459833333,4435050397,11896256783,177151120.8,1100685845,3573959900,,603592656.8,,2.71474E+11,,2.72706E+11,53094804186,,795000000,,,1.42092E+11,542000513.6,,147357222.8,13062421025,,1033002402,3.74018E+11,,1136408814,32353440727,,,7.40182E+11,,,53260077.43,2.36039E+11,2.72706E+11,6235833333,8744134354,68789289566,,,1244610000,,1.70923E+12,10163020116,2.85731E+12,,82340339.63,59116511628,,,,121185497.6,1.12278E+13,,,,82980483391,3829500000,6678868200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99864E+12,,4.09131E+12,21810767209,22136081081,2.57536E+12,,2.02808E+11,,7324903188,2.88094E+12,2.45604E+11,52448332874,1235899836,6.15552E+11,,,3862269127,5.40766E+11,,4222441615,,,218764445.8,154731969.7,36731422.85,52346506765,115651918.9,435746974.8,8607500300,,570357107.1,9.08631E+12,31055409443,4043894879,1.08564E+11,,1479400000,,2.39514E+12,2.80944E+12,4.12705E+11,2.4437E+11,85518233451,1.55996E+11,,1.93491E+11,,20694943592,1.00499E+11,38424991534,3498247418,25668421053,4.30703E+11,2979061412,4384685230,1.21899E+12,,6854491454,,,41369800.05,80888888.89,72933350954,25056672166,8.19351E+11,,,,,194444444.4,9.00089E+11,1.17629E+11,91244434128,511658690.6,4415844156,7.21119E+11,2.6729E+12,434188034.2,1.36901E+12,,5231808996,,,,17788171722,1205166026,,4759333970,44781456.95,4.1503E+11,2.63959E+11,31020000,2.5888E+12,,1538972158,1243469361,,,,2310099100,,,1105495368,1142393555,1237685692,25004557094,3.514E+12,2246757386,972563810.2,2170893039,1.64475E+11,2448290110,1.64134E+11,63596654761,2275583317,,24417617184,8.98644E+12,7259120151,37810458574,28100606061,5222421500,21649137620,35646416953,,2498068351,,1.66901E+11,15955700000,,31977276873,5624515873,,2013912026,8.63569E+12,1279972866,8661263764,,,1407062608,2.50221E+11,1.84292E+11,10016500000,4021697233,14175228844,187313261.3,1114830472,3437200200,,699112266.8,,3.79926E+11,,3.81122E+11,54860722821,,889000000,,,1.29687E+11,571542674.6,,154902869,15518199247,,876937559.7,3.99113E+11,,962347001,34846107862,,,8.57202E+11,,,62242013.33,2.50221E+11,3.81122E+11,6992083333,8428513568,71040020140,,,1337300000,,1.86716E+12,11048335541,3.20704E+12,,102086539.3,66327441860,,,,113781795.8,1.1624E+13,,,,85454420504,3872666667,8011373800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95856E+12,,3.94243E+12,19929853575,27655172414,2.49344E+12,,1.95997E+11,,7707678019,2.77829E+12,2.34711E+11,52797582336,1194015444,5.84878E+11,,,3618007844,5.15049E+11,,4035994398,,,216051496,165523634.5,44294647.73,54617989796,125435590,402405069.4,8716999700,,482000000,9.00423E+12,32291306282,4266503526,1.08558E+11,,1474200000,,2.37697E+12,2.76617E+12,3.88875E+11,2.231E+11,90158449307,1.55382E+11,,2.00715E+11,,21500471719,1.25949E+11,42595309883,3211446626,27934609053,4.27273E+11,3293533288,4680567376,1.13452E+12,,6431579357,,,40572066.13,86022222.22,78358866335,21577977770,7.67568E+11,,,,,183333333.3,8.39696E+11,1.1716E+11,94116571541,522090331.5,4768765017,7.13165E+11,2.64365E+12,348746822.6,1.40068E+12,,4764549709,,1130457130,,17692341358,1143229072,,4784977349,47935843.79,4.15855E+11,1.84609E+11,34918000,2.55696E+12,,1333754034,1234518125,,,,2552401933,,,1108776010,1078408830,1180104216,26804401816,3.65808E+12,2116069374,904619629.8,2017611927,1.42769E+11,2465165180,1.5848E+11,62647195538,2395429852,,24164603059,8.85447E+12,7554719456,35763813281,30725971564,5769767900,21793496819,37140163934,,2368584970,,1.56351E+11,16764200000,,30527754793,5419411765,,1966728071,8.59769E+12,1286462643,7596703214,,,1407242640,2.58877E+11,1.53239E+11,9240000000,3936758682,16084252378,186386571.9,1295361886,3399189100,,774419569.7,,3.49385E+11,,3.50519E+11,54600774544,,915000000,,,1.14381E+11,537575980.8,,147912069.8,16298905397,,834369860.4,4.18867E+11,,821651918.7,36589797857,,,7.9528E+11,,,62068161.07,2.58877E+11,3.50519E+11,8140416667,8133401050,64546332581,,,2177500000,,1.8432E+12,9178802163,3.34379E+12,,113759203.3,67736744186,,,,114501912.5,1.15147E+13,121221651.6,,,78423059791,3994777778,8539700700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08475E+12,,3.82448E+12,17152483214,30966239814,2.43253E+12,,1.70951E+11,,8567890821,2.70296E+12,1.97612E+11,50973526900,1123107276,5.59869E+11,,106500000,3391275731,4.89618E+11,,4057275043,,,213446562.6,163577538.3,44442456.95,49428873839,131803552.2,416183706.9,9050000400,,489333333.3,9.29947E+12,29907091340,4476697185,1.02864E+11,,1623600000,,2.34336E+12,2.66476E+12,3.24678E+11,1.69266E+11,81052283405,1.49643E+11,,2.18262E+11,,20790917099,1.56365E+11,40595046639,2770107919,31200693950,4.43042E+11,3619294121,4920407601,1.24332E+12,,5979198464,,,37837837.84,86874074.07,87760360941,20869434305,6.77029E+11,,,,,197037037,7.40176E+11,1.10302E+11,91243971703,524034109.9,5167913302,6.76882E+11,2.55842E+12,386699308.9,1.29425E+12,,4683697830,,1121486563,,16251460689,1092551781,,4686457013,57829787.23,4.2299E+11,1.56159E+11,41749000,2.47438E+12,,1297765449,1165771369,,,,2725736633,,,1165170626,1090276947,1223186840,30346788438,3.97548E+12,2293990996,823832940.5,1803099732,97094911791,2743341724,1.53445E+11,61627240831,2447174803,,24309279706,9.14618E+12,7932541691,33785511039,28691889764,5923755900,17345624454,33212180658,,2562492525,,1.2448E+11,17276600000,,27239650742,5673248726,,1871394004,8.92268E+12,1335895286,6467582308,,,1479688126,2.74042E+11,1.29172E+11,8230153846,3512053232,17784112150,175866272,995104305.3,3506347800,,733901365.9,,3.04081E+11,,3.05247E+11,52824363575,,883500000,,,1.05014E+11,555336145.8,,146712850.5,17589184557,,832415806,4.39517E+11,,765746590.6,40042826244,,,6.94239E+11,,,60863963.96,2.74042E+11,3.05247E+11,7763750000,8350176783,61678280115,,,2240333333,,1.79805E+12,5102281256,3.63404E+12,,122255349.6,67556279070,,,,117389554.2,1.17473E+13,111862823.6,,,87415851379,3216307692,7764067000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23331E+12,,3.67588E+12,16912515183,33971188992,2.33329E+12,,1.72103E+11,,8096302367,2.60425E+12,1.77287E+11,52888800950,1177997414,5.30684E+11,,,3561451562,4.61487E+11,,4412279843,,,177338801.9,138478900.6,50320914.41,48020024184,145533310.7,379371608.4,9470000100,,437631605.3,9.69727E+12,33511383986,4915311846,1.02704E+11,,1816200000,,2.39604E+12,2.68911E+12,2.98485E+11,1.45315E+11,84853699994,1.49629E+11,,2.12158E+11,,20130728188,1.62277E+11,46802508845,2868747038,29262189632,4.37888E+11,2373566957,4966710013,1.31838E+12,,6191437070,,,41246160.6,98603703.7,97510235986,21697297872,6.82618E+11,1757142806,,,,251481481.5,7.4741E+11,1.09342E+11,88655858614,502617355.4,6043474843,6.53428E+11,2.5852E+12,333158476.2,1.36271E+12,,4594891790,,1292281654,,14824728528,1037314956,,3905938481,109503546.1,4.28985E+11,1.84261E+11,45144000,2.50349E+12,,1232932008,1101828569,,,,2098734600,,,1074373735,1040557089,1208008985,33943505718,4.39397E+12,1947967886,796018978.5,1461243212,73484359521,3105517091,1.43913E+11,62057955033,2581207388,,21665975319,9.56179E+12,8821366532,34029180314,31151825467,6183387100,17599660054,31408492877,,2552526263,,1.1355E+11,19162600000,,25217969050,4502462807,,1971776048,9.32504E+12,1378991403,6704395824,,,1587412957,2.72767E+11,1.19625E+11,9701357143,3425127373,19749361098,175865588.4,1087471862,3661683400,,788307213.4,,2.65604E+11,,2.66739E+11,52339459037,,864000000,,,1.09201E+11,494475699.9,,151313242,17503082982,,919103735.3,4.77049E+11,,718148959.6,41797592963,,,6.97299E+11,,,64248354.54,2.72767E+11,2.66739E+11,7757083333,8254891864,59989909458,,,3615647477,,1.8533E+12,4850241442,4.03761E+12,,135024987.8,60010285714,,,,144482515.4,1.21801E+13,109200934.3,,,77344092904,2739444444,6352125900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35707E+12,,3.80408E+12,17149094590,39053502251,2.3971E+12,,1.80793E+11,,9480840483,2.67854E+12,1.81447E+11,55875863392,1141210125,5.53138E+11,,,3339914759,4.89285E+11,,4504342149,,,225724851.7,143856253.1,62118564.85,47820851221,167728455.2,412876071.1,9721652087,,453488372.1,1.01791E+13,35699543051,5278120713,1.06818E+11,,2009400000,,2.53056E+12,2.83073E+12,3.06477E+11,1.44998E+11,85289491750,1.58489E+11,,2.32512E+11,,21295485967,1.80184E+11,48284979093,2988537813,27600861820,4.52217E+11,2100223150,4993829194,1.39889E+12,,6135034338,,,32125148.4,111007407.4,1.01296E+11,21442619681,7.05531E+11,2366666616,,,,284444444.4,7.69882E+11,1.21146E+11,92836803987,529078995.6,5978460972,6.92517E+11,2.72343E+12,268626912.5,1.45673E+12,,4738559685,,1348827324,,14991283216,1082851077,,3802557895,127154929.6,4.36076E+11,1.9522E+11,43879000,2.63786E+12,,1392195933,1117835286,,,,2186505475,,,1009723326,1076121094,1131347798,31200161095,4.70477E+12,1605911706,854823821.7,1440581534,73745821156,2683816289,1.43846E+11,65416879914,2619913956,,24679795396,1.00674E+13,10005500579,32341484426,31144920844,6541517100,16548827018,30734335449,,2423373088,,1.16967E+11,20289200000,,27115807742,3282449236,,1866990413,9.81935E+12,1507230779,6153296456,,,1715625839,2.96608E+11,1.03898E+11,12403733333,3750056424,19156532746,160048622.4,856890498.6,3800368600,,876404617.7,,2.50984E+11,,2.52182E+11,50416325425,,873000000,,,1.14124E+11,361014890.5,,168887539.1,16403544511,,1033069710,5.22811E+11,,762359722.7,38900692712,,,7.19315E+11,,,60058663.31,2.96608E+11,2.52182E+11,7375918367,8410185740,67234948265,,,3519666339,,1.9484E+12,4732017873,4.33898E+12,,145641705.2,61965466667,,,14094687821,131856420.7,1.27935E+13,95572172.98,,,59082638803,2281258065,5637259300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08102E+12,,5.19202E+12,15314143988,41253507951,3.3642E+12,,2.51321E+11,,9848600870,3.74528E+12,1.69919E+11,73531550551,1290228617,7.71471E+11,,112210000,3403638194,6.01453E+11,,5727602645,,1922600899,185646209.4,130225018.8,76407396.76,56379593476,187589522.6,603015696.5,7231963516,,504651139.5,1.23598E+13,41075570592,5677828959,1.22646E+11,,2318000000,,2.63303E+12,2.92675E+12,3.01343E+11,1.29761E+11,79954072570,1.70609E+11,,2.48986E+11,,28748959305,2.09095E+11,47127693792,3995619693,34216514316,6.40386E+11,2754566176,6401380000,2.07895E+12,,7239126717,,,32085561.5,130685185.2,1.16837E+11,17903681693,7.09055E+11,1776842041,,,,340000000,7.75523E+11,1.31369E+11,99319148184,779365167.6,6405210564,7.27587E+11,2.81742E+12,318862888.4,1.5493E+12,,6921264223,,1517496131,,19462175322,1515209588,,4347989799,141902097.9,4.46894E+11,1.3455E+11,55989000,2.72595E+12,,1852163475,1435079200,,,,2896178867,,,1186628779,1462900255,1183654828,27734562640,4.95824E+12,1806223061,1201262518,1904097020,54805852581,2885710609,2.00862E+11,78693253276,2850784523,,30604668357,1.21942E+13,7323822251,32751300580,31899070056,6797834200,15244232958,29868339081,,2648033766,,1.13053E+11,22009300000,,38745901354,3723993943,,2037653177,1.19973E+13,2301514717,5053021951,,,1944711061,3.14138E+11,86962013011,15769062500,5304238013,18586746057,142980189.5,490181456.6,3771663200,,930318705.3,,2.57343E+11,,2.58985E+11,49485674263,,891000000,,,1.50498E+11,449146608.3,,207850623.6,13293209270,,1067828247,5.21336E+11,,1060911735,43096746122,,,7.21613E+11,,,68195855.61,3.14138E+11,2.58985E+11,4794444444,9018136020,75728009963,,,3923232122,,2.00018E+12,5880112788,4.57963E+12,,160846656.7,60391604938,,,26336616250,126498935.3,1.51188E+13,100947848.6,,,67521602553,1661948718,6217523700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6184E+12,,6.41563E+12,13945431882,40455616654,4.16103E+12,,3.18748E+11,,10527338647,4.63279E+12,1.70233E+11,91594751792,1177908192,9.34173E+11,,116700000,3281797039,7.45163E+11,,5074829932,,2041538057,220626484.2,173836362,93345847.73,65652750377,215009569.6,787392365.8,7084399840,,354591846.9,1.43262E+13,50622571586,6190521241,1.3771E+11,,2047200000,,2.69127E+12,3.00293E+12,3.18718E+11,1.33326E+11,75929617577,1.84898E+11,,2.79034E+11,,33961141152,1.3401E+11,56609842393,5528616187,41106183369,8.05713E+11,3286987552,6755599114,2.53281E+12,,7970820531,,,33608738.27,147748148.1,1.47948E+11,22365734482,7.44602E+11,1087273104,,,,375555555.6,8.18696E+11,1.47203E+11,1.06677E+11,1052843348,6682167120,7.96179E+11,2.88577E+12,402774852.7,1.63305E+12,,8614215019,,1941246972,,21765261042,1839095595,,3212900561,141268980.5,4.11177E+11,1.47541E+11,62983000,2.78751E+12,,2090629723,1751247763,,,,3020611600,,,1344665271,1880852914,1183094128,32181695507,5.28783E+12,2296378835,1488113532,2233005823,52676041931,3851213728,2.45046E+11,94230055659,2957255380,,40376354070,1.41238E+13,7811183095,38869748631,33351529275,6827665300,20702298397,33195933430,,3143848331,,1.25315E+11,24025800000,,48182925857,3971044724,,1979729639,1.39099E+13,2543199148,5446428681,38413636364,,2157434025,3.48804E+11,85695941760,20155555556,6381385760,20919215578,150252084.1,701307602.3,3958045800,,1009792724,,2.93529E+11,,2.95637E+11,56524663669,,980000000,,,1.8301E+11,584135559.9,,249267039.8,11356215713,,1163426851,5.14883E+11,,1249099130,50535438696,,2331358820,7.61121E+11,,,81667133.45,3.48804E+11,2.95637E+11,4797777778,9696271268,87172789528,,,6269511615,64087694038,1.98728E+12,7367494080,4.85522E+12,,175580647.4,48029034483,,,36658108850,139464173.5,1.72013E+13,111713922.1,,,88573697222,2269894737,6741215100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35404E+12,8.63023E+11,7.14161E+12,13051886552,34980124929,4.57629E+12,,3.7616E+11,,10908935749,5.08599E+12,1.79834E+11,1.09059E+11,1109976928,1.01885E+12,,124700000,3834503378,9.10123E+11,,5197840979,,2384295764,266673126.2,164458120.3,100534663.3,76261277925,236357523.7,898611007.9,7841602824,,413799990,1.6134E+13,59707404561,5902717092,1.38129E+11,,2613926800,,2.91096E+12,3.22877E+12,3.25902E+11,1.38016E+11,84300174477,1.87154E+11,,2.96589E+11,,37818133173,1.23058E+11,62503055645,6115814944,50274157859,8.91609E+11,3828310735,6277197435,3.07168E+12,,8355380879,,,42972107.2,172692592.6,1.99591E+11,20692472760,8.42387E+11,598961269.3,3313540068,,,429629629.6,9.23091E+11,1.52592E+11,1.0516E+11,1161757671,6978371581,8.1871E+11,3.10324E+12,470389179.7,1.79905E+12,,9750161273,,2269233639,,25705296184,2000674667,,3189456961,168610478.4,4.08649E+11,1.81612E+11,70688000,3.00614E+12,,2169040742,2019474244,,,,3204461567,,,1414951854,2134517068,1379924257,35271880250,5.74521E+12,2491412336,2072735787,2280356338,49648470440,2630904262,2.61911E+11,1.019E+11,3487009748,,45176811594,1.59246E+13,8386215865,43670301715,38472742808,5902783400,15439408447,37885440419,,3655979702,,1.27745E+11,26385800000,,56347250696,4255683528,,2025162059,1.56697E+13,2687472830,6038187033,40809523810,5.54713E+11,2395493878,3.74802E+11,88256162069,15399166667,6311054901,25371462488,170948379.4,1055083945,4189880000,,1038291284,,3.02239E+11,,3.04644E+11,62247931397,,1161000000,,,2.06987E+11,692016714.3,,283828769,10577042355,,1482597299,5.71029E+11,9.89241E+11,1378847487,61667199835,,3010982414,8.60153E+11,,,106657267.4,3.74802E+11,3.04644E+11,4496852073,10096292842,90852814005,,5100405772,6508931652,74703517903,2.19161E+12,8213515459,5.23644E+12,,200726712.6,60226413793,,,25423812649,158351368.4,1.92444E+13,133016065.4,,,95176640968,3713614458,7814784100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53447E+12,8.34997E+11,7.23718E+12,13890828708,39756299050,4.67451E+12,,4.14757E+11,,11476584879,5.19542E+12,1.64857E+11,1.19012E+11,1182686577,1.02521E+12,,135200000,4186411457,9.26885E+11,,5251764264,,2432029380,284119692.5,213143016.4,88265974.58,79169043223,267327642.2,929796722.4,8410724361,,379779389.7,1.68797E+13,68790369107,5432344902,1.33258E+11,,2736243800,,3.02222E+12,3.33492E+12,3.18312E+11,1.32894E+11,94451427898,1.84888E+11,,2.96042E+11,,39285384530,1.20496E+11,65641363783,5681096091,50076054060,9.28661E+11,4404970059,4220945005,3.05491E+12,,8283114648,,,41119721.65,192518518.5,2.46927E+11,24312117767,9.20339E+11,714046821.1,2717998688,,,486666666.7,1.00768E+12,1.55962E+11,1.03664E+11,1120000917,6987267684,8.09921E+11,3.20157E+12,495404888.1,1.90633E+12,,10391504914,,2683254708,,26314220188,2010116851,,3175638333,189535398.2,4.20904E+11,2.21401E+11,72798000,3.10493E+12,,2181821902,2118574772,,,,3576966800,,,1450647019,2181930255,1590215583,38848567631,6.20814E+12,2531519951,2185072798,2179567108,44003061108,1013184746,2.58337E+11,1.02634E+11,3525228153,,43920222525,1.66624E+13,9372171651,45724002001,40171018229,5918469800,22499559086,42575183906,,3546460177,,1.25184E+11,28161200000,,60594092182,4757732200,,2094021690,1.63663E+13,2636461517,6487912088,42105263158,5.065E+11,2405021933,3.78237E+11,95344352824,15291507937,6219793533,30465364739,167451596,932974411.9,4372215300,,1092392963,,3.00358E+11,,3.02833E+11,64759395635,,542600000,,,2.17948E+11,696915430.7,,304832867.4,9853396226,,1433686310,6.17141E+11,9.60404E+11,1352949663,72250877410,,3006988217,9.42513E+11,,,106344855,3.78237E+11,3.02833E+11,4323058824,10102075213,1.07143E+11,,4420168102,5276480986,82709161099,2.29662E+12,8438951476,5.64158E+12,,214745002.2,43526253602,,,6293304975,154013202.1,2.00877E+13,122888609.7,,,99030856825,3998637681,8286322700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73602E+12,8.94075E+11,8.85372E+12,15239278100,42978914311,5.88299E+12,,5.36559E+11,,12175166763,6.50067E+12,2.59628E+11,1.41438E+11,1337024782,1.26918E+12,,147200000,5952293766,1.09317E+12,7753501868,5889174825,,2666616177,317083373.5,243961995.5,112119406.5,97891092003,278098763,1018970365,7650125217,,396582263.3,1.89651E+13,76928290842,4923009552,1.3768E+11,,3096289800,,3.45805E+12,3.79691E+12,3.42196E+11,1.45135E+11,1.06141E+11,1.96272E+11,,3.20979E+11,,49364680214,1.24813E+11,1.79886E+11,6478459744,59217144629,1.18122E+12,4592224067,4160003917,3.13282E+12,26932728899,8572359163,2675000000,,39809538.68,217259259.3,2.83368E+11,18427777778,1.08335E+12,865559856.2,2838485354,,28901836158,579629629.6,1.17942E+12,1.64016E+11,1.09177E+11,1421466240,8032551173,8.71394E+11,3.65298E+12,596415104.5,2.03441E+12,,13229247948,,3220920085,,30180108562,2481316054,,3931334871,215089005.2,5.50964E+11,2.61254E+11,78476000,3.5494E+12,4699646643,2681912030,2547163582,,,,2560785660,,,1506914408,2653480001,1880771556,44024178343,6.55867E+12,2785764518,2529310104,3512356353,54035795388,1009455484,3.18331E+11,1.19792E+11,3627562403,,45495129385,1.87726E+13,11685045514,54720419608,40010423970,6433967000,26410386669,44311593756,,3219730365,65977749037,1.97908E+11,30603919000,,78713860217,5812114523,,2343530367,1.83697E+13,3181206305,7360439423,38995454545,5.16814E+11,2550185618,4.072E+11,1.1763E+11,12408647541,7237100724,36144336769,208003796.3,649644826.8,4817542204,,917044228,,3.37112E+11,,3.40127E+11,74985438895,,388400000,12747380650,18198199153,2.61846E+11,1114703088,,368584758.9,12308624284,,1738605558,6.61517E+11,1.02072E+12,1628427515,85343063966,2629395066,3189539641,1.10929E+12,,,113563821.6,4.072E+11,3.40127E+11,5068000000,12290568182,1.50676E+11,8824447.74,4258743263,4304398866,81456918679,2.6757E+12,9298839655,5.96314E+12,13360607918,240365262.6,48598315565,,,6471740806,168879207.2,2.26267E+13,125766269.8,,5647119229,1.15552E+11,3285217391,8783816700
